path,type,action,reason,safe_to_delete,notes
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_049_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_050_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_051_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_052_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_053_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_054_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_055_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_056_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_057_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_058_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_059_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_060_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_008_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_009_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_010_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_011_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_012_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_013_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_014_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_015_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_016_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_017_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_018_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_019_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_020_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_021_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_022_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_023_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_024_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_025_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_026_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_027_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_028_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
